timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-05-23 17:00:00,669.45000000,670.00000000,669.39000000,669.94000000,103.39800000,1748019659999,69251.14171000,778,83.65100000,56023.26659000,0
2025-05-23 17:01:00,669.93000000,669.95000000,669.79000000,669.79000000,103.53000000,1748019719999,69352.72669000,280,69.51500000,46567.23288000,0
2025-05-23 17:02:00,669.78000000,670.00000000,669.46000000,670.00000000,63.96600000,1748019779999,42835.09141000,642,45.91200000,30745.70507000,0
2025-05-23 17:03:00,669.99000000,670.25000000,669.55000000,670.12000000,248.51700000,1748019839999,166486.91889000,700,194.54900000,130332.41698000,0
2025-05-23 17:04:00,670.13000000,670.22000000,670.00000000,670.01000000,118.20700000,1748019899999,79212.46009000,498,70.18800000,47034.07133000,0
2025-05-23 17:05:00,670.00000000,670.01000000,669.72000000,669.81000000,40.19800000,1748019959999,26926.23152000,276,14.90500000,9983.35490000,0
2025-05-23 17:06:00,669.81000000,669.81000000,669.41000000,669.54000000,153.79300000,1748020019999,102971.52709000,458,109.44000000,73272.03687000,0
2025-05-23 17:07:00,669.54000000,669.54000000,669.24000000,669.31000000,79.95300000,1748020079999,53518.66572000,286,38.68400000,25893.22851000,0
2025-05-23 17:08:00,669.31000000,669.31000000,669.00000000,669.14000000,247.33900000,1748020139999,165496.04137000,434,178.23800000,119254.75428000,0
2025-05-23 17:09:00,669.14000000,669.15000000,668.90000000,668.91000000,64.13300000,1748020199999,42905.45931000,292,16.33900000,10930.25754000,0
2025-05-23 17:10:00,668.91000000,669.08000000,668.74000000,668.74000000,107.39000000,1748020259999,71837.33300000,514,30.37400000,20316.65444000,0
2025-05-23 17:11:00,668.74000000,668.83000000,668.52000000,668.83000000,91.93100000,1748020319999,61470.35153000,458,45.70100000,30557.59500000,0
2025-05-23 17:12:00,668.83000000,669.45000000,668.82000000,669.34000000,84.94700000,1748020379999,56852.87946000,711,37.61700000,25172.21578000,0
2025-05-23 17:13:00,669.34000000,669.35000000,669.11000000,669.19000000,154.40500000,1748020439999,103329.32056000,669,72.48300000,48504.12498000,0
2025-05-23 17:14:00,669.19000000,669.79000000,669.19000000,669.77000000,178.75500000,1748020499999,119661.31238000,600,145.21100000,97204.84113000,0
2025-05-23 17:15:00,669.77000000,669.80000000,669.54000000,669.55000000,61.63000000,1748020559999,41274.53782000,348,31.62200000,21178.70403000,0
2025-05-23 17:16:00,669.54000000,669.60000000,669.31000000,669.60000000,56.90600000,1748020619999,38101.73936000,437,19.82400000,13273.53157000,0
2025-05-23 17:17:00,669.60000000,670.02000000,669.59000000,670.00000000,69.04600000,1748020679999,46249.55407000,345,60.87300000,40773.82779000,0
2025-05-23 17:18:00,670.01000000,670.33000000,669.90000000,669.91000000,430.88400000,1748020739999,288771.47130000,505,304.28800000,203950.40884000,0
2025-05-23 17:19:00,669.90000000,670.18000000,669.90000000,670.17000000,56.26400000,1748020799999,37697.54387000,252,48.44100000,32455.92666000,0
2025-05-23 17:20:00,670.18000000,670.20000000,669.90000000,669.91000000,23.88000000,1748020859999,16001.87625000,423,5.10900000,3423.72159000,0
2025-05-23 17:21:00,669.91000000,670.32000000,669.80000000,670.31000000,116.33100000,1748020919999,77942.08515000,577,88.64400000,59391.79285000,0
2025-05-23 17:22:00,670.31000000,670.99000000,670.31000000,670.99000000,106.34500000,1748020979999,71313.75756000,785,78.81300000,52853.53683000,0
2025-05-23 17:23:00,671.00000000,671.00000000,670.70000000,670.78000000,97.14300000,1748021039999,65170.29274000,454,25.39500000,17036.88656000,0
2025-05-23 17:24:00,670.79000000,670.94000000,670.78000000,670.93000000,51.58600000,1748021099999,34607.44964000,273,34.19900000,22942.92923000,0
2025-05-23 17:25:00,670.94000000,670.94000000,670.46000000,670.47000000,79.17000000,1748021159999,53104.75656000,387,48.29700000,32396.32160000,0
2025-05-23 17:26:00,670.46000000,670.60000000,670.40000000,670.40000000,61.10600000,1748021219999,40973.75900000,342,26.50000000,17768.86166000,0
2025-05-23 17:27:00,670.40000000,670.40000000,670.07000000,670.13000000,157.99700000,1748021279999,105888.08091000,431,17.04100000,11420.21502000,0
2025-05-23 17:28:00,670.13000000,670.13000000,669.86000000,670.05000000,82.73400000,1748021339999,55431.71625000,366,45.26200000,30326.01008000,0
2025-05-23 17:29:00,670.06000000,670.23000000,670.06000000,670.19000000,45.11400000,1748021399999,30235.33225000,301,33.34400000,22347.15361000,0
2025-05-23 17:30:00,670.19000000,670.19000000,669.90000000,669.98000000,74.23500000,1748021459999,49739.33887000,751,32.99300000,22106.21091000,0
2025-05-23 17:31:00,669.98000000,670.06000000,669.90000000,669.92000000,34.08200000,1748021519999,22833.87723000,314,7.44100000,4985.44363000,0
2025-05-23 17:32:00,669.93000000,669.93000000,669.69000000,669.86000000,73.52500000,1748021579999,49246.76004000,382,39.98600000,26782.70430000,0
2025-05-23 17:33:00,669.85000000,669.86000000,669.48000000,669.48000000,63.42600000,1748021639999,42473.07092000,413,12.44500000,8334.95887000,0
2025-05-23 17:34:00,669.48000000,669.48000000,668.97000000,669.06000000,124.16700000,1748021699999,83082.36436000,437,25.39100000,16989.59074000,0
2025-05-23 17:35:00,669.06000000,669.31000000,669.05000000,669.21000000,54.72900000,1748021759999,36624.90585000,262,27.61100000,18478.12854000,0
2025-05-23 17:36:00,669.21000000,669.21000000,668.77000000,668.78000000,64.97900000,1748021819999,43461.96752000,397,9.47200000,6335.11299000,0
2025-05-23 17:37:00,668.77000000,668.77000000,668.65000000,668.77000000,44.29800000,1748021879999,29623.25917000,251,12.31700000,8236.69925000,0
2025-05-23 17:38:00,668.76000000,668.89000000,668.76000000,668.88000000,77.70700000,1748021939999,51968.41061000,241,31.94800000,21366.16430000,0
2025-05-23 17:39:00,668.89000000,668.89000000,668.70000000,668.75000000,58.37200000,1748021999999,39040.68595000,252,33.95900000,22713.30614000,0
2025-05-23 17:40:00,668.75000000,668.75000000,668.41000000,668.42000000,303.51200000,1748022059999,202897.18557000,585,100.74900000,67346.52201000,0
2025-05-23 17:41:00,668.41000000,668.47000000,668.40000000,668.46000000,72.92400000,1748022119999,48744.07620000,166,16.02900000,10714.60361000,0
2025-05-23 17:42:00,668.46000000,668.47000000,668.18000000,668.25000000,151.28200000,1748022179999,101107.34932000,320,30.99600000,20712.63526000,0
2025-05-23 17:43:00,668.26000000,668.26000000,668.00000000,668.01000000,36.39400000,1748022239999,24316.94829000,243,6.83400000,4566.26814000,0
2025-05-23 17:44:00,668.00000000,668.09000000,667.80000000,668.09000000,76.00900000,1748022299999,50770.17407000,656,35.61600000,23788.84500000,0
2025-05-23 17:45:00,668.09000000,668.41000000,668.01000000,668.41000000,79.87400000,1748022359999,53375.72521000,666,59.49800000,39758.76093000,0
2025-05-23 17:46:00,668.42000000,668.63000000,668.42000000,668.63000000,52.16500000,1748022419999,34873.51695000,323,34.78500000,23254.81775000,0
2025-05-23 17:47:00,668.64000000,668.76000000,668.63000000,668.70000000,29.97900000,1748022479999,20047.30517000,200,11.96800000,8003.14411000,0
2025-05-23 17:48:00,668.70000000,668.74000000,668.54000000,668.54000000,33.22400000,1748022539999,22217.54605000,294,15.18200000,10152.71655000,0
2025-05-23 17:49:00,668.53000000,668.53000000,668.20000000,668.20000000,134.52500000,1748022599999,89902.47263000,323,19.04600000,12730.13294000,0
2025-05-23 17:50:00,668.21000000,668.52000000,668.20000000,668.44000000,50.69600000,1748022659999,33887.37098000,398,38.32300000,25616.88077000,0
2025-05-23 17:51:00,668.44000000,668.78000000,668.44000000,668.76000000,35.19800000,1748022719999,23535.85777000,306,9.32600000,6235.55786000,0
2025-05-23 17:52:00,668.77000000,669.21000000,668.68000000,669.19000000,509.46200000,1748022779999,340819.45089000,616,488.19200000,326592.24220000,0
2025-05-23 17:53:00,669.20000000,669.60000000,669.19000000,669.33000000,59.21600000,1748022839999,39643.48704000,587,33.85200000,22663.26186000,0
2025-05-23 17:54:00,669.32000000,669.33000000,669.20000000,669.26000000,22.38000000,1748022899999,14978.08653000,230,8.28600000,5545.51352000,0
2025-05-23 17:55:00,669.26000000,669.30000000,669.21000000,669.29000000,15.33500000,1748022959999,10262.87335000,213,5.73300000,3836.81536000,0
2025-05-23 17:56:00,669.29000000,669.29000000,668.91000000,668.92000000,39.52000000,1748023019999,26444.12019000,299,19.28100000,12901.91396000,0
2025-05-23 17:57:00,668.92000000,669.10000000,668.84000000,669.02000000,23.90200000,1748023079999,15989.26939000,323,9.65300000,6457.07261000,0
2025-05-23 17:58:00,669.02000000,669.09000000,668.91000000,668.92000000,16.87300000,1748023139999,11288.54929000,210,6.30800000,4220.30327000,0
2025-05-23 17:59:00,668.92000000,669.03000000,668.90000000,669.03000000,49.68000000,1748023199999,33232.00038000,241,38.52800000,25771.99970000,0
2025-05-23 18:00:00,669.03000000,669.03000000,668.89000000,668.90000000,159.91500000,1748023259999,106976.94744000,568,45.95300000,30741.12118000,0
2025-05-23 18:01:00,668.90000000,668.90000000,668.80000000,668.84000000,48.83300000,1748023319999,32661.97112000,198,32.35500000,21640.62421000,0
2025-05-23 18:02:00,668.84000000,668.92000000,668.43000000,668.47000000,60.00700000,1748023379999,40123.56182000,434,39.20100000,26210.99839000,0
2025-05-23 18:03:00,668.48000000,668.48000000,668.10000000,668.11000000,58.11800000,1748023439999,38835.60988000,168,28.41200000,18984.75594000,0
2025-05-23 18:04:00,668.11000000,668.11000000,667.66000000,667.87000000,88.40000000,1748023499999,59037.03443000,338,50.03100000,33413.17156000,0
2025-05-23 18:05:00,667.88000000,668.78000000,667.88000000,668.77000000,128.51300000,1748023559999,85886.02180000,697,114.83500000,76742.42864000,0
2025-05-23 18:06:00,668.76000000,668.76000000,668.41000000,668.42000000,96.91000000,1748023619999,64794.20612000,311,19.12600000,12785.31138000,0
2025-05-23 18:07:00,668.42000000,668.42000000,667.97000000,667.99000000,195.46200000,1748023679999,130576.98883000,395,179.60100000,119979.74826000,0
2025-05-23 18:08:00,668.00000000,668.44000000,667.95000000,668.37000000,130.57900000,1748023739999,87241.20535000,487,104.44500000,69780.47833000,0
2025-05-23 18:09:00,668.37000000,668.46000000,667.93000000,667.93000000,62.94800000,1748023799999,42060.35018000,339,37.84000000,25286.08170000,0
2025-05-23 18:10:00,667.94000000,667.94000000,667.65000000,667.66000000,68.18900000,1748023859999,45533.23829000,326,9.26000000,6183.43272000,0
2025-05-23 18:11:00,667.65000000,667.66000000,667.44000000,667.66000000,149.43200000,1748023919999,99747.29392000,441,93.27300000,62261.09347000,0
2025-05-23 18:12:00,667.66000000,667.69000000,667.56000000,667.68000000,45.44800000,1748023979999,30340.50240000,296,23.34100000,15582.03004000,0
2025-05-23 18:13:00,667.69000000,667.90000000,667.68000000,667.89000000,85.57500000,1748024039999,57152.45123000,240,34.52300000,23055.52173000,0
2025-05-23 18:14:00,667.89000000,668.09000000,667.88000000,668.08000000,69.89300000,1748024099999,46684.34426000,253,46.48100000,31045.78072000,0
2025-05-23 18:15:00,668.08000000,668.51000000,668.08000000,668.49000000,88.65300000,1748024159999,59250.90362000,428,75.71100000,50601.69086000,0
2025-05-23 18:16:00,668.50000000,668.80000000,668.41000000,668.80000000,51.72600000,1748024219999,34580.05258000,358,42.72700000,28564.11970000,0
2025-05-23 18:17:00,668.79000000,668.79000000,668.40000000,668.49000000,117.51700000,1748024279999,78561.18100000,439,90.08200000,60218.96251000,0
2025-05-23 18:18:00,668.48000000,668.70000000,668.38000000,668.42000000,55.26700000,1748024339999,36945.74860000,343,18.16900000,12147.28705000,0
2025-05-23 18:19:00,668.43000000,668.50000000,667.83000000,667.83000000,71.10700000,1748024399999,47508.57144000,359,20.52400000,13717.16801000,0
2025-05-23 18:20:00,667.82000000,667.82000000,667.14000000,667.37000000,250.11500000,1748024459999,166910.41279000,766,67.15800000,44812.94764000,0
2025-05-23 18:21:00,667.38000000,667.61000000,667.16000000,667.47000000,151.67000000,1748024519999,101220.33204000,628,106.25800000,70915.44553000,0
2025-05-23 18:22:00,667.47000000,667.50000000,667.10000000,667.14000000,75.43800000,1748024579999,50337.98664000,540,43.95300000,29327.24122000,0
2025-05-23 18:23:00,667.14000000,667.90000000,667.05000000,667.86000000,80.46500000,1748024639999,53702.11453000,664,68.64200000,45812.75829000,0
2025-05-23 18:24:00,667.86000000,667.99000000,667.83000000,667.99000000,23.40200000,1748024699999,15631.52478000,215,11.48900000,7674.21388000,0
2025-05-23 18:25:00,667.99000000,668.14000000,667.90000000,668.00000000,61.90400000,1748024759999,41354.34139000,389,43.12400000,28809.44333000,0
2025-05-23 18:26:00,668.00000000,668.47000000,668.00000000,668.21000000,24.43600000,1748024819999,16329.30953000,458,16.52000000,11038.99985000,0
2025-05-23 18:27:00,668.21000000,668.30000000,668.05000000,668.29000000,110.45700000,1748024879999,73799.51776000,370,91.37700000,61049.97488000,0
2025-05-23 18:28:00,668.29000000,668.30000000,667.81000000,667.82000000,34.71600000,1748024939999,23194.64855000,301,4.68700000,3131.57175000,0
2025-05-23 18:29:00,667.81000000,668.08000000,667.81000000,668.06000000,75.02300000,1748024999999,50113.99258000,262,68.68500000,45880.03057000,0
2025-05-23 18:30:00,668.07000000,668.21000000,667.94000000,668.00000000,95.18600000,1748025059999,63587.09643000,443,63.99900000,42752.27175000,0
2025-05-23 18:31:00,668.01000000,668.01000000,667.82000000,667.99000000,81.50100000,1748025119999,54436.22600000,323,61.50000000,41076.66186000,0
2025-05-23 18:32:00,668.00000000,668.00000000,667.60000000,667.66000000,107.22700000,1748025179999,71593.54110000,465,38.87000000,25952.08881000,0
2025-05-23 18:33:00,667.67000000,667.77000000,667.60000000,667.77000000,143.35400000,1748025239999,95715.53172000,215,132.40100000,88402.71833000,0
2025-05-23 18:34:00,667.78000000,667.97000000,667.73000000,667.97000000,19.25400000,1748025299999,12858.04500000,198,9.60100000,6411.65082000,0
2025-05-23 18:35:00,667.97000000,668.45000000,667.97000000,668.31000000,31.19200000,1748025359999,20845.10557000,319,12.33200000,8240.08314000,0
2025-05-23 18:36:00,668.31000000,668.40000000,668.24000000,668.40000000,15.19500000,1748025419999,10155.07124000,142,9.24900000,6181.07725000,0
2025-05-23 18:37:00,668.40000000,668.50000000,668.30000000,668.31000000,16.53100000,1748025479999,11050.14453000,228,6.63400000,4434.42436000,0
2025-05-23 18:38:00,668.31000000,668.45000000,668.23000000,668.24000000,46.42600000,1748025539999,31030.29263000,232,30.19100000,20178.89812000,0
2025-05-23 18:39:00,668.24000000,668.39000000,668.21000000,668.33000000,195.13300000,1748025599999,130400.21809000,285,126.35100000,84431.63653000,0
2025-05-23 18:40:00,668.33000000,668.33000000,668.00000000,668.00000000,304.61300000,1748025659999,203551.81513000,457,77.92100000,52064.81122000,0
2025-05-23 18:41:00,668.01000000,668.15000000,667.90000000,668.14000000,57.94800000,1748025719999,38707.66122000,265,41.11600000,27463.80725000,0
2025-05-23 18:42:00,668.14000000,668.25000000,668.05000000,668.25000000,15.61300000,1748025779999,10432.74581000,203,6.43000000,4296.64105000,0
2025-05-23 18:43:00,668.24000000,668.25000000,668.04000000,668.04000000,29.97400000,1748025839999,20026.62862000,180,13.99500000,9350.44161000,0
2025-05-23 18:44:00,668.05000000,668.05000000,667.89000000,668.03000000,25.00000000,1748025899999,16698.84269000,258,9.27600000,6196.30085000,0
2025-05-23 18:45:00,668.02000000,668.05000000,667.82000000,667.83000000,64.84300000,1748025959999,43315.71302000,276,27.77100000,18551.57235000,0
2025-05-23 18:46:00,667.82000000,667.90000000,667.68000000,667.69000000,47.15200000,1748026019999,31484.84272000,284,31.48100000,21020.32656000,0
2025-05-23 18:47:00,667.68000000,667.69000000,667.25000000,667.25000000,51.79100000,1748026079999,34564.71275000,383,32.86900000,21935.72824000,0
2025-05-23 18:48:00,667.25000000,667.60000000,667.25000000,667.59000000,79.49000000,1748026139999,53053.31433000,287,68.95600000,46022.51830000,0
2025-05-23 18:49:00,667.59000000,667.76000000,667.59000000,667.76000000,39.09800000,1748026199999,26103.98040000,203,33.94600000,22664.18035000,0
2025-05-23 18:50:00,667.76000000,667.76000000,667.41000000,667.43000000,34.92700000,1748026259999,23319.19986000,271,6.08900000,4064.93047000,0
2025-05-23 18:51:00,667.43000000,667.54000000,667.43000000,667.52000000,42.35000000,1748026319999,28268.93808000,168,15.24900000,10178.57825000,0
2025-05-23 18:52:00,667.52000000,667.53000000,666.60000000,666.64000000,923.62600000,1748026379999,615868.45691000,876,118.95000000,79311.25808000,0
2025-05-23 18:53:00,666.64000000,667.76000000,666.52000000,667.76000000,1459.94700000,1748026439999,973698.35138000,1255,881.67200000,588174.56438000,0
2025-05-23 18:54:00,667.76000000,667.76000000,667.40000000,667.43000000,83.06500000,1748026499999,55452.86504000,186,41.25200000,27539.25290000,0
2025-05-23 18:55:00,667.44000000,667.44000000,667.17000000,667.22000000,27.81700000,1748026559999,18561.64224000,135,4.29800000,2867.86822000,0
2025-05-23 18:56:00,667.22000000,667.32000000,666.39000000,666.52000000,572.43500000,1748026619999,381783.69731000,651,101.75900000,67865.37075000,0
2025-05-23 18:57:00,666.53000000,666.99000000,666.52000000,666.98000000,216.80700000,1748026679999,144554.03024000,367,192.85400000,128582.09043000,0
2025-05-23 18:58:00,666.99000000,667.19000000,666.83000000,666.95000000,135.79400000,1748026739999,90570.67914000,394,72.39500000,48281.54874000,0
2025-05-23 18:59:00,666.95000000,667.09000000,666.85000000,667.08000000,78.04500000,1748026799999,52050.85846000,256,59.89000000,39941.78673000,0
2025-05-23 19:00:00,667.08000000,667.12000000,666.73000000,666.73000000,52.18900000,1748026859999,34810.86054000,415,17.39200000,11601.60540000,0
2025-05-23 19:01:00,666.74000000,667.00000000,666.73000000,666.73000000,113.54300000,1748026919999,75724.48783000,275,58.67700000,39134.19227000,0
2025-05-23 19:02:00,666.74000000,666.74000000,666.19000000,666.34000000,193.17700000,1748026979999,128759.89933000,477,28.16600000,18769.54993000,0
2025-05-23 19:03:00,666.34000000,666.54000000,666.20000000,666.29000000,174.67400000,1748027039999,116396.72222000,335,63.21200000,42121.26327000,0
2025-05-23 19:04:00,666.28000000,666.33000000,666.26000000,666.26000000,37.12500000,1748027099999,24736.60922000,128,3.73100000,2485.98792000,0
2025-05-23 19:05:00,666.27000000,666.68000000,666.23000000,666.52000000,212.64700000,1748027159999,141715.58633000,307,128.82600000,85848.45798000,0
2025-05-23 19:06:00,666.52000000,667.33000000,666.50000000,667.07000000,511.90500000,1748027219999,341395.41796000,875,352.92600000,235354.00620000,0
2025-05-23 19:07:00,667.08000000,667.20000000,666.71000000,666.71000000,177.26400000,1748027279999,118235.98582000,456,61.42200000,40970.95330000,0
2025-05-23 19:08:00,666.72000000,666.72000000,666.50000000,666.70000000,102.97200000,1748027339999,68640.24886000,355,55.33800000,36888.57683000,0
2025-05-23 19:09:00,666.70000000,666.81000000,666.64000000,666.81000000,75.79900000,1748027399999,50533.32625000,224,24.81300000,16542.45537000,0
2025-05-23 19:10:00,666.81000000,667.01000000,666.80000000,667.01000000,87.86100000,1748027459999,58594.63652000,252,46.85300000,31246.45026000,0
2025-05-23 19:11:00,667.02000000,667.23000000,667.02000000,667.21000000,58.62800000,1748027519999,39114.60313000,217,20.59100000,13737.09605000,0
2025-05-23 19:12:00,667.20000000,667.57000000,667.16000000,667.48000000,152.94500000,1748027579999,102067.85497000,396,79.59200000,53110.94023000,0
2025-05-23 19:13:00,667.48000000,667.71000000,667.48000000,667.66000000,138.42000000,1748027639999,92410.33428000,336,100.26700000,66939.99937000,0
2025-05-23 19:14:00,667.66000000,667.68000000,667.40000000,667.63000000,113.56100000,1748027699999,75809.64971000,349,64.92100000,43340.26476000,0
2025-05-23 19:15:00,667.62000000,667.63000000,667.23000000,667.23000000,82.60600000,1748027759999,55134.13594000,358,29.34400000,19585.69351000,0
2025-05-23 19:16:00,667.24000000,667.24000000,667.01000000,667.01000000,46.40300000,1748027819999,30953.69201000,178,13.27800000,8857.01618000,0
2025-05-23 19:17:00,667.01000000,667.19000000,666.80000000,666.80000000,131.48900000,1748027879999,87709.22014000,390,68.36000000,45601.33308000,0
2025-05-23 19:18:00,666.81000000,666.81000000,666.52000000,666.63000000,51.63400000,1748027939999,34421.98749000,261,8.25400000,5502.75008000,0
2025-05-23 19:19:00,666.64000000,666.64000000,666.51000000,666.60000000,85.68900000,1748027999999,57119.54746000,259,39.92500000,26613.73469000,0
2025-05-23 19:20:00,666.61000000,666.80000000,666.60000000,666.80000000,45.01200000,1748028059999,30006.69378000,223,7.67200000,5114.74265000,0
2025-05-23 19:21:00,666.80000000,667.03000000,666.80000000,667.03000000,68.26900000,1748028119999,45526.54755000,270,35.38000000,23594.19293000,0
2025-05-23 19:22:00,667.04000000,667.04000000,666.85000000,666.93000000,74.31100000,1748028179999,49559.51609000,224,37.28800000,24867.51457000,0
2025-05-23 19:23:00,666.93000000,667.10000000,666.80000000,667.02000000,50.53300000,1748028239999,33705.99307000,320,19.45000000,12973.19574000,0
2025-05-23 19:24:00,667.02000000,667.30000000,666.92000000,667.30000000,37.57200000,1748028299999,25064.03671000,164,9.03700000,6028.60197000,0
2025-05-23 19:25:00,667.29000000,667.41000000,667.21000000,667.40000000,63.57800000,1748028359999,42427.30192000,236,29.56800000,19731.56084000,0
2025-05-23 19:26:00,667.40000000,667.60000000,667.36000000,667.36000000,54.27700000,1748028419999,36230.56416000,234,20.06800000,13395.57746000,0
2025-05-23 19:27:00,667.35000000,667.35000000,667.00000000,667.26000000,51.15300000,1748028479999,34127.21437000,352,9.31200000,6212.16059000,0
2025-05-23 19:28:00,667.25000000,667.29000000,667.11000000,667.11000000,33.44300000,1748028539999,22313.21411000,206,3.76400000,2511.44625000,0
2025-05-23 19:29:00,667.11000000,667.20000000,667.03000000,667.20000000,62.99400000,1748028599999,42025.64769000,180,28.24300000,18842.37166000,0
2025-05-23 19:30:00,667.20000000,667.20000000,666.83000000,666.83000000,89.03400000,1748028659999,59384.55467000,460,19.78600000,13199.34742000,0
2025-05-23 19:31:00,666.83000000,666.93000000,666.60000000,666.93000000,49.50600000,1748028719999,33009.93029000,206,6.87800000,4585.85540000,0
2025-05-23 19:32:00,666.94000000,666.99000000,666.73000000,666.77000000,44.48700000,1748028779999,29667.64667000,254,6.01100000,4008.52977000,0
2025-05-23 19:33:00,666.77000000,666.97000000,666.71000000,666.97000000,64.66900000,1748028839999,43125.32084000,126,37.46400000,24983.57489000,0
2025-05-23 19:34:00,666.98000000,667.30000000,666.98000000,667.25000000,37.02600000,1748028899999,24704.64561000,173,7.80000000,5203.88344000,0
2025-05-23 19:35:00,667.26000000,667.29000000,666.86000000,666.87000000,36.77700000,1748028959999,24529.96918000,288,4.93900000,3294.18509000,0
2025-05-23 19:36:00,666.87000000,666.90000000,666.68000000,666.69000000,35.71000000,1748029019999,23808.97279000,180,2.51700000,1678.22791000,0
2025-05-23 19:37:00,666.69000000,666.85000000,666.68000000,666.84000000,46.18700000,1748029079999,30796.42560000,122,14.85600000,9906.25874000,0
2025-05-23 19:38:00,666.85000000,667.09000000,666.84000000,667.08000000,41.48800000,1748029139999,27671.29124000,173,8.25300000,5504.38123000,0
2025-05-23 19:39:00,667.08000000,667.10000000,666.94000000,667.09000000,81.00500000,1748029199999,54034.85685000,188,33.37500000,22263.34280000,0
2025-05-23 19:40:00,667.09000000,667.10000000,666.80000000,666.87000000,79.02700000,1748029259999,52700.87341000,320,42.56700000,28385.23472000,0
2025-05-23 19:41:00,666.87000000,667.33000000,666.87000000,667.19000000,87.32000000,1748029319999,58254.92367000,292,47.91600000,31968.31932000,0
2025-05-23 19:42:00,667.20000000,667.30000000,666.98000000,667.30000000,58.15000000,1748029379999,38791.34880000,284,17.60300000,11743.36125000,0
2025-05-23 19:43:00,667.29000000,667.30000000,666.96000000,667.04000000,136.59400000,1748029439999,91120.18329000,366,53.16500000,35466.16539000,0
2025-05-23 19:44:00,667.04000000,667.20000000,666.99000000,667.10000000,84.14300000,1748029499999,56130.63153000,314,39.71100000,26491.65843000,0
2025-05-23 19:45:00,667.10000000,667.10000000,666.80000000,666.80000000,42.35200000,1748029559999,28245.78325000,289,3.99300000,2663.11420000,0
2025-05-23 19:46:00,666.79000000,666.94000000,666.72000000,666.90000000,39.42900000,1748029619999,26294.06864000,183,8.75100000,5835.89605000,0
2025-05-23 19:47:00,666.90000000,666.90000000,666.51000000,666.58000000,142.40500000,1748029679999,94928.31027000,363,42.26900000,28174.61290000,0
2025-05-23 19:48:00,666.58000000,666.64000000,666.40000000,666.43000000,69.57300000,1748029739999,46370.88359000,304,8.92300000,5947.16295000,0
2025-05-23 19:49:00,666.43000000,666.44000000,666.18000000,666.25000000,80.51200000,1748029799999,53643.78865000,319,11.85500000,7898.37321000,0
2025-05-23 19:50:00,666.26000000,666.40000000,666.10000000,666.11000000,152.68300000,1748029859999,101725.87683000,441,31.82600000,21203.56592000,0
2025-05-23 19:51:00,666.11000000,666.15000000,665.66000000,665.78000000,253.18900000,1748029919999,168585.50725000,581,48.67800000,32414.29291000,0
2025-05-23 19:52:00,665.78000000,665.78000000,665.58000000,665.63000000,81.96700000,1748029979999,54560.42416000,280,26.46700000,17616.21738000,0
