timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-05-23 01:46:00,686.64000000,686.97000000,686.64000000,686.66000000,90.42600000,1747964819999,62104.17039000,572,66.35400000,45572.75382000,0
2025-05-23 01:47:00,686.67000000,686.91000000,686.61000000,686.81000000,608.31800000,1747964879999,417754.29165000,871,366.28300000,251534.49374000,0
2025-05-23 01:48:00,686.80000000,686.87000000,686.74000000,686.84000000,72.26500000,1747964939999,49629.94850000,382,50.63800000,34776.66025000,0
2025-05-23 01:49:00,686.84000000,687.10000000,686.84000000,687.09000000,315.71300000,1747964999999,216888.57519000,651,267.15400000,183528.38577000,0
2025-05-23 01:50:00,687.10000000,687.64000000,687.09000000,687.63000000,320.57400000,1747965059999,220338.24947000,1278,260.33100000,178931.37202000,0
2025-05-23 01:51:00,687.64000000,688.22000000,687.64000000,688.07000000,786.82300000,1747965119999,541290.38304000,1411,619.59600000,426255.95465000,0
2025-05-23 01:52:00,688.08000000,688.28000000,688.07000000,688.28000000,200.92200000,1747965179999,138260.11091000,700,131.61400000,90568.42216000,0
2025-05-23 01:53:00,688.28000000,688.54000000,688.28000000,688.54000000,160.33600000,1747965239999,110385.07227000,500,135.54800000,93319.11609000,0
2025-05-23 01:54:00,688.53000000,688.53000000,688.30000000,688.41000000,129.35500000,1747965299999,89050.60841000,533,60.80000000,41856.04821000,0
2025-05-23 01:55:00,688.42000000,688.42000000,688.00000000,688.08000000,134.99500000,1747965359999,92887.42746000,521,82.23300000,56580.70306000,0
2025-05-23 01:56:00,688.08000000,688.22000000,688.00000000,688.00000000,81.21400000,1747965419999,55882.04883000,518,47.39000000,32608.09909000,0
2025-05-23 01:57:00,688.01000000,688.01000000,687.50000000,687.52000000,566.14400000,1747965479999,389461.38720000,844,67.58100000,46472.50680000,0
2025-05-23 01:58:00,687.52000000,688.14000000,687.52000000,688.02000000,118.72600000,1747965539999,81668.37329000,708,89.70200000,61701.40337000,0
2025-05-23 01:59:00,688.03000000,688.03000000,688.00000000,688.01000000,71.18400000,1747965599999,48975.24966000,131,48.54100000,33396.71249000,0
2025-05-23 02:00:00,688.01000000,688.01000000,687.63000000,687.64000000,143.41500000,1747965659999,98650.08046000,723,68.05700000,46814.48442000,0
2025-05-23 02:01:00,687.63000000,687.77000000,687.43000000,687.77000000,100.99700000,1747965719999,69442.96792000,693,52.17900000,35877.72478000,0
2025-05-23 02:02:00,687.77000000,688.00000000,687.61000000,687.69000000,68.86900000,1747965779999,47367.16703000,718,36.18000000,24883.30900000,0
2025-05-23 02:03:00,687.70000000,688.38000000,687.70000000,688.20000000,133.20400000,1747965839999,91653.34133000,894,115.69400000,79604.72837000,0
2025-05-23 02:04:00,688.21000000,688.29000000,688.19000000,688.20000000,117.59800000,1747965899999,80934.51478000,502,91.99400000,63312.86159000,0
2025-05-23 02:05:00,688.21000000,688.70000000,688.20000000,688.53000000,287.66500000,1747965959999,198056.91891000,810,229.58400000,158060.58802000,0
2025-05-23 02:06:00,688.54000000,688.60000000,688.41000000,688.60000000,146.14800000,1747966019999,100622.27726000,542,123.25700000,84861.69875000,0
2025-05-23 02:07:00,688.59000000,688.71000000,688.50000000,688.51000000,148.03200000,1747966079999,101934.13298000,700,109.12800000,75145.35055000,0
2025-05-23 02:08:00,688.51000000,688.75000000,688.30000000,688.75000000,197.25700000,1747966139999,135832.06730000,797,168.80700000,116243.62275000,0
2025-05-23 02:09:00,688.74000000,688.96000000,688.74000000,688.94000000,296.99100000,1747966199999,204581.60048000,546,273.15300000,188159.17729000,0
